Country Name,Country Code,Time,Time Code,"Completion rate, lower secondary education, adjusted gender parity index (GPIA) [UIS.CR.2.GPIA]","Completion rate, lower secondary education, adjusted location parity index (LPIA) [UIS.CR.2.LPIA]","Completion rate, lower secondary education, adjusted wealth parity index (WPIA) [UIS.CR.2.WPIA]","Completion rate, lower secondary education, both sexes (%) [UIS.CR.2]","Enrolment in lower secondary education, both sexes (number) [UIS.E.2]","Enrolment in secondary education, both sexes (number) [SE.SEC.ENRL]","Gross enrolment ratio, lower secondary, both sexes (%) [SE.SEC.ENRR.LO]","Gross enrolment ratio, primary and lower secondary, both sexes (%) [UIS.GER.12]","School life expectancy, primary and secondary, both sexes (years) [UIS.SLE.123]","School life expectancy, primary and lower secondary, gender parity index (GPI) [UIS.SLE.1T2.GPI]","School life expectancy, primary and lower secondary, both sexes (years) [UIS.SLE.12]","School life expectancy, secondary, both sexes (years) [UIS.SLE.23]","Gross enrolment ratio, secondary, both sexes (%) [SE.SEC.ENRR]","Completion rate, upper secondary education, adjusted gender parity index (GPIA) [UIS.CR.3.GPIA]","Completion rate, upper secondary education, adjusted location parity index (LPIA) [UIS.CR.3.LPIA]","Completion rate, upper secondary education, adjusted wealth parity index (WPIA) [UIS.CR.3.WPIA]","Completion rate, upper secondary education, both sexes (%) [UIS.CR.3]"
Moldova,MDA,2019,YR2019,..,..,..,..,159427,224148,85.70284,87.44521,9.58969,0.97703,7.86175,6.00912,86.3639,..,..,..,..
Monaco,MCO,2019,YR2019,..,..,..,..,1830,3370,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Montenegro,MNE,2019,YR2019,..,..,..,..,28725,56896,91.30642,96.45941,12.23646,1.00724,8.67994,7.2095,90.08804,..,..,..,..
Morocco,MAR,2019,YR2019,..,..,..,..,1811339,2920791,99.56783,109.89844,11.84721,0.93874,9.95725,4.90358,81.18558,..,..,..,..
Mozambique,MOZ,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Myanmar,MMR,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Namibia,NAM,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,2019,YR2019,..,..,..,..,801,1203,93.35664,111.49811,13.12991,1.03758,11.04324,5.81817,96.70418,..,..,..,..
Nepal,NPL,2019,YR2019,..,..,..,..,1866716,3463763,104.74317,127.57471,12.48497,1.01862,9.98773,5.53112,80.17992,..,..,..,..
Netherlands,NLD,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nicaragua,NIC,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Niger,NER,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nigeria,NGA,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
North Macedonia,MKD,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oman,OMN,2019,YR2019,..,..,..,..,343833,436578,107.66617,105.45072,12.53748,0.9826,10.45805,8.47212,107.09077,..,..,..,..
Pakistan,PAK,2019,YR2019,..,..,..,..,7691094,13857545,55.36815,80.96723,7.96093,0.86625,6.55692,3.09546,43.81883,..,..,..,..
Palau,PLW,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Panama,PAN,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Papua New Guinea,PNG,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Paraguay,PRY,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Peru,PER,2019,YR2019,..,..,..,..,1771004,2825788,110.5379,112.51143,12.26324,0.95125,10.16202,5.44377,108.8338,..,..,..,..
Philippines,PHL,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poland,POL,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Portugal,PRT,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Puerto Rico,PRI,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,2019,YR2019,..,..,..,..,62172,117369,100.8369,102.76462,..,1.00038,9.08324,..,..,..,..,..,..
Romania,ROU,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Russian Federation,RUS,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Rwanda,RWA,2019,YR2019,..,..,..,..,481138,732104,55.83435,107.87444,10.81809,1.0072,9.83228,2.7158,44.31904,..,..,..,..
Samoa,WSM,2019,YR2019,..,..,..,..,9705,..,105.54649,112.83101,..,1.01513,9.09889,..,..,..,..,..,..
San Marino,SMR,2019,YR2019,..,..,..,..,972,1674,104.51613,104.45682,10.64547,1.06561,8.3588,5.42211,67.9659,..,..,..,..
Sao Tome and Principe,STP,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,2019,YR2019,..,..,..,..,1555992,3159358,106.21664,102.38153,12.77924,1.00341,9.29536,6.69728,111.7948,..,..,..,..
Senegal,SEN,2019,YR2019,..,..,..,..,790303,1149844,53.0752,71.63232,8.18721,1.15389,7.10413,3.24377,46.23905,..,..,..,..
Serbia,SRB,2019,YR2019,..,..,..,..,274657,528758,99.74108,99.69381,11.54698,0.99698,7.98104,7.56256,94.47219,..,..,..,..
Seychelles,SYC,2019,YR2019,..,..,..,..,4402,7325,104.28808,101.58438,11.46893,1.0354,9.19281,5.42845,78.61129,..,..,..,..
Sierra Leone,SLE,2019,YR2019,..,..,..,..,451685,..,80.84948,124.10605,..,1.0217,10.99413,..,..,..,..,..,..
Singapore,SGP,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovenia,SVN,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,ESP,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sri Lanka,LKA,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,2019,YR2019,..,..,..,..,6690,11394,91.51847,98.84301,11.64318,1.00596,9.8977,4.49467,89.86513,..,..,..,..
St. Martin (French part),MAF,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sudan,SDN,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Suriname,SUR,2019,YR2019,..,..,..,..,37353,..,91.14045,102.05661,..,1.0476,10.25337,..,..,..,..,..,..
Sweden,SWE,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Syrian Arab Republic,SYR,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tajikistan,TJK,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tanzania,TZA,2019,YR2019,..,..,..,..,2185037,2338457,43.12043,80.92612,8.85969,1.03207,8.71797,1.89716,32.03806,..,..,..,..
Thailand,THA,2019,YR2019,..,..,..,..,3056180,6019229,119.70228,107.48613,12.80939,0.97024,9.55723,6.77059,115.15266,..,..,..,..
Timor-Leste,TLS,2019,YR2019,..,..,..,..,90112,161660,96.40122,107.05742,12.03417,1.00345,9.63057,5.30262,86.53527,..,..,..,..
Togo,TGO,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tonga,TON,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,TTO,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tunisia,TUN,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turkey,TUR,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,TKM,2019,YR2019,..,..,..,..,548790,706547,91.7818,103.31735,11.87218,0.98102,10.21142,7.15891,89.67061,..,..,..,..
Turks and Caicos Islands,TCA,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,2019,YR2019,..,..,..,..,336,682,34.53237,80.19017,9.5203,0.94831,8.00299,2.91922,41.1339,..,..,..,..
Uganda,UGA,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,UKR,2019,YR2019,..,..,..,..,1845424,2444548,..,..,..,..,..,..,..,..,..,..,..
United Arab Emirates,ARE,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uruguay,URY,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uzbekistan,UZB,2019,YR2019,..,..,..,..,2607649,4073028,98.69029,100.38975,11.85582,0.98168,8.9971,7.77127,97.41874,..,..,..,..
Vanuatu,VUT,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Vietnam,VNM,2019,YR2019,..,..,..,..,5455875,..,100.7914,109.23378,..,1.02564,9.7994,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,2019,YR2019,..,..,..,..,547031,787188,97.59383,97.65925,11.12165,1.01797,8.78372,7.21359,90.67231,..,..,..,..
"Yemen, Rep.",YEM,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zambia,ZMB,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zimbabwe,ZWE,2019,YR2019,1.0157,0.50995,0.21966,53.94247,..,..,..,..,..,..,..,..,..,0.70694,0.20676,0,13.9689
Afghanistan,AFG,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armenia,ARM,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Azerbaijan,AZE,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,2020,YR2020,..,..,..,..,52112,..,95.74308,101.99063,..,1.05583,11.16734,..,..,..,..,..,..
Bolivia,BOL,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bulgaria,BGR,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Burkina Faso,BFA,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Burundi,BDI,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cabo Verde,CPV,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cameroon,CMR,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,TCD,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Colombia,COL,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,COM,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Croatia,HRV,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Czech Republic,CZE,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Denmark,DNK,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,2020,YR2020,..,..,..,..,44811,68493,63.52746,69.41348,7.54287,0.99999,6.23748,3.82829,54.68983,..,..,..,..
Dominica,DMA,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea,GIN,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Honduras,HND,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iceland,ISL,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
India,IND,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Indonesia,IDN,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ireland,IRL,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Italy,ITA,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Jamaica,JAM,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Jordan,JOR,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,LVA,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Luxembourg,LUX,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Madagascar,MDG,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malawi,MWI,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malaysia,MYS,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Maldives,MDV,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mali,MLI,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malta,MLT,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Marshall Islands,MHL,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritania,MRT,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritius,MUS,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Moldova,MDA,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,2020,YR2020,..,..,..,..,1853,3392,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Montenegro,MNE,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Morocco,MAR,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mozambique,MOZ,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Myanmar,MMR,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Namibia,NAM,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nicaragua,NIC,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Niger,NER,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nigeria,NGA,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
North Macedonia,MKD,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oman,OMN,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pakistan,PAK,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Palau,PLW,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Panama,PAN,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Papua New Guinea,PNG,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Paraguay,PRY,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
